edition,sport,event,athlete_id
1998 Winter Olympics,Snowboarding,"Halfpipe, Men",99683
1998 Winter Olympics,Snowboarding,"Giant Slalom, Women",99744
1998 Winter Olympics,Snowboarding,"Halfpipe, Women",99718
2002 Winter Olympics,Snowboarding,"Parallel Giant Slalom, Men",99655
2002 Winter Olympics,Snowboarding,"Halfpipe, Men",101113
2002 Winter Olympics,Snowboarding,"Parallel Giant Slalom, Women",99745
2002 Winter Olympics,Snowboarding,"Halfpipe, Women",101102
2006 Winter Olympics,Snowboarding,"Parallel Giant Slalom, Men",99670
2006 Winter Olympics,Snowboarding,"Halfpipe, Men",101118
2006 Winter Olympics,Snowboarding,"Cross, Men",110462
2006 Winter Olympics,Snowboarding,"Parallel Giant Slalom, Women",99764
2006 Winter Olympics,Snowboarding,"Halfpipe, Women",101107
2006 Winter Olympics,Snowboarding,"Cross, Women",110951
1992 Winter Olympics,Freestyle Skiing,"Moguls, Men",84615
1992 Winter Olympics,Freestyle Skiing,"Moguls, Women",81261
1994 Winter Olympics,Freestyle Skiing,"Aerials, Men",89407
1994 Winter Olympics,Freestyle Skiing,"Moguls, Men",86246
1994 Winter Olympics,Freestyle Skiing,"Aerials, Women",81677
1994 Winter Olympics,Freestyle Skiing,"Moguls, Women",81557
1998 Winter Olympics,Freestyle Skiing,"Aerials, Men",99797
1998 Winter Olympics,Freestyle Skiing,"Moguls, Men",99772
1998 Winter Olympics,Freestyle Skiing,"Aerials, Women",80724
1998 Winter Olympics,Freestyle Skiing,"Moguls, Women",82892
2002 Winter Olympics,Freestyle Skiing,"Aerials, Men",99801
2002 Winter Olympics,Freestyle Skiing,"Moguls, Men",101343
2002 Winter Olympics,Freestyle Skiing,"Aerials, Women",101577
2002 Winter Olympics,Freestyle Skiing,"Moguls, Women",82275
2006 Winter Olympics,Freestyle Skiing,"Aerials, Men",101595
2006 Winter Olympics,Freestyle Skiing,"Moguls, Men",110339
2006 Winter Olympics,Freestyle Skiing,"Aerials, Women",101576
2006 Winter Olympics,Freestyle Skiing,"Moguls, Women",101986
1924 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",95850
1924 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",86270
1928 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",99302
1928 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",83621
1932 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",98104
1932 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",97015
1936 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",95828
1936 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",85517
1936 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",87277
1948 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",85547
1948 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",98566
1948 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",99307
1952 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",91902
1952 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",85573
1952 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",98460
1952 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81691
1956 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",88115
1956 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",88115
1956 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",98204
1956 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",89442
1956 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81003
1956 Winter Olympics,Cross Country Skiing,"3 × 5 kilometres Relay, Women",81003
1960 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",86390
1960 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",83650
1960 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",97041
1960 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",88742
1960 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",83088
1960 Winter Olympics,Cross Country Skiing,"3 × 5 kilometres Relay, Women",81831
1964 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",87535
1964 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",98723
1964 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",98265
1964 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",98723
1964 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81534
1964 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81213
1964 Winter Olympics,Cross Country Skiing,"3 × 5 kilometres Relay, Women",82139
1968 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",89440
1968 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",95693
1968 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",87306
1968 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",98112
1968 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81534
1968 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",80563
1968 Winter Olympics,Cross Country Skiing,"3 × 5 kilometres Relay, Women",81587
1972 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",85784
1972 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",86487
1972 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",98594
1972 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",86514
1972 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",82382
1972 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81437
1972 Winter Olympics,Cross Country Skiing,"3 × 5 kilometres Relay, Women",81899
1976 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",88104
1976 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",85932
1976 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",98086
1976 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",97200
1976 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81101
1976 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81587
1976 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",81292
1980 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",83751
1980 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",89484
1980 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",99184
1980 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",98212
1980 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81398
1980 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81510
1980 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",81896
1984 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",87989
1984 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",98002
1984 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",87811
1984 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",95428
1984 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81398
1984 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",82079
1984 Winter Olympics,Cross Country Skiing,"20 kilometres, Women",81385
1984 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",81897
1988 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",97646
1988 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",98479
1988 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",86262
1988 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",95935
1988 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",82933
1988 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81783
1988 Winter Olympics,Cross Country Skiing,"20 kilometres, Women",82399
1988 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",81897
1992 Winter Olympics,Cross Country Skiing,"10 kilometres, Men",92065
1992 Winter Olympics,Cross Country Skiing,"10/15 kilometres Pursuit, Men",98569
1992 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",89405
1992 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",98569
1992 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",87989
1992 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",82972
1992 Winter Olympics,Cross Country Skiing,"5/10 kilometres Pursuit, Women",82972
1992 Winter Olympics,Cross Country Skiing,"15 kilometres, Women",82972
1992 Winter Olympics,Cross Country Skiing,"30 kilometres, Women",82972
1992 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",82035
1994 Winter Olympics,Cross Country Skiing,"10 kilometres, Men",83518
1994 Winter Olympics,Cross Country Skiing,"10/15 kilometres Pursuit, Men",85642
1994 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",95680
1994 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",97580
1994 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",87989
1994 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81339
1994 Winter Olympics,Cross Country Skiing,"5/10 kilometres Pursuit, Women",80627
1994 Winter Olympics,Cross Country Skiing,"15 kilometres, Women",81124
1994 Winter Olympics,Cross Country Skiing,"30 kilometres, Women",81339
1994 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",82035
1998 Winter Olympics,Cross Country Skiing,"10 kilometres, Men",95680
1998 Winter Olympics,Cross Country Skiing,"10/15 kilometres Pursuit, Men",97646
1998 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",85642
1998 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",100066
1998 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",95680
1998 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81768
1998 Winter Olympics,Cross Country Skiing,"5/10 kilometres Pursuit, Women",81928
1998 Winter Olympics,Cross Country Skiing,"15 kilometres, Women",81856
1998 Winter Olympics,Cross Country Skiing,"30 kilometres, Women",81634
1998 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",100012
2002 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",92041
2002 Winter Olympics,Cross Country Skiing,"10/10 kilometres Pursuit, Men",100058
2002 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",97598
2002 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",101325
2002 Winter Olympics,Cross Country Skiing,"Sprint, Men",101017
2002 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",100063
2002 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",80627
2002 Winter Olympics,Cross Country Skiing,"5/5 kilometres Pursuit, Women",101301
2002 Winter Olympics,Cross Country Skiing,"15 kilometres, Women",100033
2002 Winter Olympics,Cross Country Skiing,"30 kilometres, Women",81768
2002 Winter Olympics,Cross Country Skiing,"Sprint, Women",81856
2002 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",81657
2006 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",101024
2006 Winter Olympics,Cross Country Skiing,"30 kilometres Skiathlon, Men",100096
2006 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",84279
2006 Winter Olympics,Cross Country Skiing,"Sprint, Men",101646
2006 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",85833
2006 Winter Olympics,Cross Country Skiing,"Team Sprint, Men",101327
2006 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",100988
2006 Winter Olympics,Cross Country Skiing,"15 kilometres Skiathlon, Women",109780
2006 Winter Olympics,Cross Country Skiing,"30 kilometres, Women",109782
2006 Winter Olympics,Cross Country Skiing,"Sprint, Women",110061
2006 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",100007
2006 Winter Olympics,Cross Country Skiing,"Team Sprint, Women",110053
1924 Winter Olympics,Nordic Combined,"Individual, Men",86270
1928 Winter Olympics,Nordic Combined,"Individual, Men",97661
1932 Winter Olympics,Nordic Combined,"Individual, Men",98658
1936 Winter Olympics,Nordic Combined,"Individual, Men",84376
1948 Winter Olympics,Nordic Combined,"Individual, Men",87378
1952 Winter Olympics,Nordic Combined,"Individual, Men",97823
1956 Winter Olympics,Nordic Combined,"Individual, Men",85961
1960 Winter Olympics,Nordic Combined,"Individual, Men",86316
1964 Winter Olympics,Nordic Combined,"Individual, Men",98235
1968 Winter Olympics,Nordic Combined,"Individual, Men",88710
1972 Winter Olympics,Nordic Combined,"Individual, Men",91928
1976 Winter Olympics,Nordic Combined,"Individual, Men",98993
1980 Winter Olympics,Nordic Combined,"Individual, Men",98993
1984 Winter Olympics,Nordic Combined,"Individual, Men",99126
1988 Winter Olympics,Nordic Combined,"Individual, Men",89594
1988 Winter Olympics,Nordic Combined,"Team, Men",83717
1992 Winter Olympics,Nordic Combined,"Individual, Men",97960
1992 Winter Olympics,Nordic Combined,"Team, Men",95982
1994 Winter Olympics,Nordic Combined,"Individual, Men",98643
1994 Winter Olympics,Nordic Combined,"Team, Men",87873
1998 Winter Olympics,Nordic Combined,"Individual, Men",97875
1998 Winter Olympics,Nordic Combined,"Team, Men",86334
2002 Winter Olympics,Nordic Combined,"Individual, Men",86160
2002 Winter Olympics,Nordic Combined,"Sprint, Men",86160
2002 Winter Olympics,Nordic Combined,"Team, Men",97784
2006 Winter Olympics,Nordic Combined,"Individual, Men",109614
2006 Winter Olympics,Nordic Combined,"Sprint, Men",101095
2006 Winter Olympics,Nordic Combined,"Team, Men",109607
1924 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",86510
1928 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",84486
1932 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",98780
1936 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",83601
1948 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",97258
1952 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",86739
1956 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",86096
1960 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",89562
1964 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",84331
1964 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",84331
1968 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",96574
1968 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",86233
1972 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",83662
1972 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",97287
1976 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",97291
1976 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",86097
1980 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",96633
1984 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",96633
1984 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",96484
1988 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",92081
1988 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",85111
1988 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",85438
1992 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",95835
1992 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",88732
1992 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",96218
1994 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",98234
1994 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",86116
1994 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",86116
1998 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",99844
1998 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",86456
1998 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",86728
2002 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",99860
2002 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",101136
2002 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",101139
2006 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",89695
2006 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",101143
2006 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",101140
1924 Winter Olympics,Curling,"Curling, Men",100752
1998 Winter Olympics,Curling,"Curling, Men",100336
1998 Winter Olympics,Curling,"Curling, Women",100305
2002 Winter Olympics,Curling,"Curling, Men",102071
2002 Winter Olympics,Curling,"Curling, Women",101999
2006 Winter Olympics,Curling,"Curling, Men",110158
2006 Winter Olympics,Curling,"Curling, Women",110181
1896 Summer Olympics,Swimming,"500 metres Freestyle, Men",47983
1896 Summer Olympics,Swimming,"100 metres Freestyle For Sailors, Men",47974
1900 Summer Olympics,Swimming,"200 metres Freestyle, Men",45398
1900 Summer Olympics,Swimming,"1,000 metres Freestyle, Men",48187
1900 Summer Olympics,Swimming,"4,000 metres Freestyle, Men",53879
1900 Summer Olympics,Swimming,"200 metres Backstroke, Men",49453
1900 Summer Olympics,Swimming,"Underwater Swimming, Men",46332
1900 Summer Olympics,Swimming,"200 metres Obstacle Course, Men",47313
1900 Summer Olympics,Swimming,"200 metres Team Swimming, Men",53879
1904 Summer Olympics,Swimming,"50 yards Freestyle, Men",51308
1904 Summer Olympics,Swimming,"100 yards Freestyle, Men",51460
1904 Summer Olympics,Swimming,"220 yards Freestyle, Men",47897
1904 Summer Olympics,Swimming,"440 yards Freestyle, Men",45410
1904 Summer Olympics,Swimming,"880 yards Freestyle, Men",48202
1904 Summer Olympics,Swimming,"1 mile Freestyle, Men",51351
1904 Summer Olympics,Swimming,"100 yards Backstroke, Men",47954
1904 Summer Olympics,Swimming,"440 yards Breaststroke, Men",51383
1904 Summer Olympics,Swimming,"Plunge For Distance, Men",51366
1904 Summer Olympics,Swimming,"4 × 50 yards Freestyle Relay, Men",51515
1908 Summer Olympics,Swimming,"100 metres Freestyle, Men",50419
1908 Summer Olympics,Swimming,"400 metres Freestyle, Men",45399
1908 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",45155
1908 Summer Olympics,Swimming,"100 metres Backstroke, Men",47276
1908 Summer Olympics,Swimming,"200 metres Breaststroke, Men",54725
1908 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",51530
1912 Summer Olympics,Swimming,"100 metres Freestyle, Men",51410
1912 Summer Olympics,Swimming,"400 metres Freestyle, Men",45212
1912 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",45212
1912 Summer Olympics,Swimming,"100 metres Backstroke, Men",47847
1912 Summer Olympics,Swimming,"200 metres Breaststroke, Men",47877
1912 Summer Olympics,Swimming,"400 metres Breaststroke, Men",47237
1912 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",47264
1912 Summer Olympics,Swimming,"100 metres Freestyle, Women",47020
1912 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",45357
1920 Summer Olympics,Swimming,"100 metres Freestyle, Men",51389
1920 Summer Olympics,Swimming,"400 metres Freestyle, Men",46040
1920 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",45155
1920 Summer Olympics,Swimming,"100 metres Backstroke, Men",45486
1920 Summer Olympics,Swimming,"200 metres Breaststroke, Men",46679
1920 Summer Olympics,Swimming,"400 metres Breaststroke, Men",46679
1920 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",47388
1920 Summer Olympics,Swimming,"100 metres Freestyle, Women",51182
1920 Summer Olympics,Swimming,"300 metres Freestyle, Women",51182
1920 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",50291
1924 Summer Olympics,Swimming,"100 metres Freestyle, Men",51428
1924 Summer Olympics,Swimming,"400 metres Freestyle, Men",45177
1924 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",45155
1924 Summer Olympics,Swimming,"100 metres Backstroke, Men",48154
1924 Summer Olympics,Swimming,"200 metres Breaststroke, Men",51447
1924 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",50398
1924 Summer Olympics,Swimming,"100 metres Freestyle, Women",51010
1924 Summer Olympics,Swimming,"400 metres Freestyle, Women",51010
1924 Summer Olympics,Swimming,"100 metres Backstroke, Women",51168
1924 Summer Olympics,Swimming,"200 metres Breaststroke, Women",46991
1924 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",50238
1928 Summer Olympics,Swimming,"100 metres Freestyle, Men",48863
1928 Summer Olympics,Swimming,"400 metres Freestyle, Men",50360
1928 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",51303
1928 Summer Olympics,Swimming,"100 metres Backstroke, Men",51626
1928 Summer Olympics,Swimming,"200 metres Breaststroke, Men",49748
1928 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",45915
1928 Summer Olympics,Swimming,"100 metres Freestyle, Women",46996
1928 Summer Olympics,Swimming,"400 metres Freestyle, Women",51116
1928 Summer Olympics,Swimming,"100 metres Backstroke, Women",46996
1928 Summer Olympics,Swimming,"200 metres Breaststroke, Women",47707
1928 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",49986
1932 Summer Olympics,Swimming,"100 metres Freestyle, Men",51556
1932 Summer Olympics,Swimming,"400 metres Freestyle, Men",48838
1932 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",51306
1932 Summer Olympics,Swimming,"100 metres Backstroke, Men",48779
1932 Summer Olympics,Swimming,"200 metres Breaststroke, Men",49748
1932 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",48240
1932 Summer Olympics,Swimming,"100 metres Freestyle, Women",51026
1932 Summer Olympics,Swimming,"400 metres Freestyle, Women",49983
1932 Summer Olympics,Swimming,"100 metres Backstroke, Women",47005
1932 Summer Olympics,Swimming,"200 metres Breaststroke, Women",46269
1932 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",46996
1936 Summer Olympics,Swimming,"100 metres Freestyle, Men",48731
1936 Summer Olympics,Swimming,"400 metres Freestyle, Men",48798
1936 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",48881
1936 Summer Olympics,Swimming,"100 metres Backstroke, Men",48787
1936 Summer Olympics,Swimming,"200 metres Breaststroke, Men",48790
1936 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",48215
1936 Summer Olympics,Swimming,"100 metres Freestyle, Women",47629
1936 Summer Olympics,Swimming,"400 metres Freestyle, Women",51082
1936 Summer Olympics,Swimming,"100 metres Backstroke, Women",50975
1936 Summer Olympics,Swimming,"200 metres Breaststroke, Women",46308
1936 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",51096
1948 Summer Olympics,Swimming,"100 metres Freestyle, Men",48194
1948 Summer Olympics,Swimming,"400 metres Freestyle, Men",45241
1948 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",48220
1948 Summer Olympics,Swimming,"100 metres Backstroke, Men",46943
1948 Summer Olympics,Swimming,"200 metres Breaststroke, Men",51570
1948 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",46862
1948 Summer Olympics,Swimming,"100 metres Freestyle, Women",49361
1948 Summer Olympics,Swimming,"400 metres Freestyle, Women",47028
1948 Summer Olympics,Swimming,"100 metres Backstroke, Women",45023
1948 Summer Olympics,Swimming,"200 metres Breaststroke, Women",45461
1948 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",49340
1952 Summer Olympics,Swimming,"100 metres Freestyle, Men",50425
1952 Summer Olympics,Swimming,"400 metres Freestyle, Men",50503
1952 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",45671
1952 Summer Olympics,Swimming,"100 metres Backstroke, Men",51585
1952 Summer Olympics,Swimming,"200 metres Breaststroke, Men",47852
1952 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",46799
1952 Summer Olympics,Swimming,"100 metres Freestyle, Women",48139
1952 Summer Olympics,Swimming,"400 metres Freestyle, Women",51078
1952 Summer Olympics,Swimming,"100 metres Backstroke, Women",49611
1952 Summer Olympics,Swimming,"200 metres Breaststroke, Women",47035
1952 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",51169
1956 Summer Olympics,Swimming,"100 metres Freestyle, Men",45176
1956 Summer Olympics,Swimming,"400 metres Freestyle, Men",51274
1956 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",51274
1956 Summer Olympics,Swimming,"100 metres Backstroke, Men",51484
1956 Summer Olympics,Swimming,"200 metres Breaststroke, Men",50817
1956 Summer Olympics,Swimming,"200 metres Butterfly, Men",48249
1956 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",50780
1956 Summer Olympics,Swimming,"100 metres Freestyle, Women",45073
1956 Summer Olympics,Swimming,"400 metres Freestyle, Women",51174
1956 Summer Olympics,Swimming,"100 metres Backstroke, Women",47014
1956 Summer Olympics,Swimming,"200 metres Breaststroke, Women",47548
1956 Summer Olympics,Swimming,"100 metres Butterfly, Women",51185
1956 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",49973
1960 Summer Olympics,Swimming,"100 metres Freestyle, Men",45629
1960 Summer Olympics,Swimming,"400 metres Freestyle, Men",45231
1960 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",51274
1960 Summer Olympics,Swimming,"100 metres Backstroke, Men",51262
1960 Summer Olympics,Swimming,"200 metres Breaststroke, Men",49480
1960 Summer Olympics,Swimming,"200 metres Butterfly, Men",51360
1960 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",45280
1960 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Men",48758
1960 Summer Olympics,Swimming,"100 metres Freestyle, Women",47153
1960 Summer Olympics,Swimming,"400 metres Freestyle, Women",49357
1960 Summer Olympics,Swimming,"100 metres Backstroke, Women",48716
1960 Summer Olympics,Swimming,"200 metres Breaststroke, Women",47476
1960 Summer Olympics,Swimming,"100 metres Butterfly, Women",44998
1960 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",47556
1960 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Women",47640
1964 Summer Olympics,Swimming,"100 metres Freestyle, Men",47851
1964 Summer Olympics,Swimming,"400 metres Freestyle, Men",45317
1964 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",45317
1964 Summer Olympics,Swimming,"200 metres Backstroke, Men",51262
1964 Summer Olympics,Swimming,"200 metres Breaststroke, Men",51418
1964 Summer Olympics,Swimming,"200 metres Butterfly, Men",51550
1964 Summer Olympics,Swimming,"400 metres Individual Medley, Men",47832
1964 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Men",45193
1964 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",48736
1964 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Men",45157
1964 Summer Olympics,Swimming,"100 metres Freestyle, Women",51011
1964 Summer Olympics,Swimming,"400 metres Freestyle, Women",51205
1964 Summer Olympics,Swimming,"100 metres Backstroke, Women",51007
1964 Summer Olympics,Swimming,"200 metres Breaststroke, Women",50673
1964 Summer Olympics,Swimming,"100 metres Butterfly, Women",51011
1964 Summer Olympics,Swimming,"400 metres Individual Medley, Women",51162
1964 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",49407
1964 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Women",50762
1968 Summer Olympics,Swimming,"100 metres Freestyle, Men",51572
1968 Summer Olympics,Swimming,"200 metres Freestyle, Men",51506
1968 Summer Olympics,Swimming,"400 metres Freestyle, Men",46898
1968 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",45164
1968 Summer Olympics,Swimming,"100 metres Backstroke, Men",51491
1968 Summer Olympics,Swimming,"200 metres Backstroke, Men",51405
1968 Summer Olympics,Swimming,"100 metres Breaststroke, Men",50868
1968 Summer Olympics,Swimming,"200 metres Breaststroke, Men",51421
